Category,City,CustomerName,Discount,OrderID,PostalCode,ProductName,Profit,Quantity,Region,Sales,Segment,ShipMode,State,Sub_Category,SalesForecast,ShipStatus,OrderProfitable,SalesperCustomer,ProfitRatio,SalesaboveTarget,latitude,longitude,IsShippingDelayed,DaysBetweenOrderAndShip,MonthsBetweenOrderAndShip,OrderYear,OrderMonth,OrderDay,ShipYear,ShipMonth,ShipDay,ProductID,CustomerID,ShipID,LocationID,DateKey
Technology,Toledo,Theresa Swint,0.4,CA-2012-161263,43615,Plantronics 81402,-28,3,East,119,Corporate,Standard Class,Ohio,Phones,156,Shipped Early,No,118.78,-23.3,37.0,41.6492,-83.6706,No,5,0,2012,4,16,2012,4,21,1262,743,1600,583,2012-04-16
Technology,Waynesboro,Lauren Leatherbury,0.0,CA-2012-137974,22980,Konftel 250 Conference phone - Charcoal black,148,2,South,570,Consumer,First Class,Virginia,Phones,746,Shipped Late,Yes,569.64,26.0,176.0,38.0774,-78.9035,Yes,2,0,2012,4,16,2012,4,18,962,455,1306,610,2012-04-16
Office Supplies,New York City,Jessica Myrick,0.0,CA-2012-148712,10035,Barrel Sharpener,3,3,East,11,Consumer,Standard Class,New York,Art,14,Shipped On Time,Yes,10.71,26.0,3.0,40.8011,-73.9371,No,6,0,2012,4,17,2012,4,23,286,368,1444,400,2012-04-17
Office Supplies,New York City,Jessica Myrick,0.2,CA-2012-148712,10035,"DXL Angle-View Binders with Locking Rings, Black",21,13,East,62,Consumer,Standard Class,New York,Binders,82,Shipped On Time,Yes,62.3,33.8,20.0,40.8011,-73.9371,No,6,0,2012,4,17,2012,4,23,499,368,1444,400,2012-04-17
Office Supplies,San Francisco,George Ashbrook,0.0,CA-2012-155306,94122,Hoover Upright Vacuum With Dirt Cup,420,5,West,1448,Consumer,Standard Class,California,Appliances,1897,Shipped Early,Yes,1447.65,29.0,449.0,37.7593,-122.4836,No,4,0,2012,4,17,2012,4,21,867,300,1534,530,2012-04-17
Office Supplies,San Francisco,George Ashbrook,0.0,CA-2012-155306,94122,Prang Drawing Pencil Set,2,2,West,6,Consumer,Standard Class,California,Art,7,Shipped Early,Yes,5.56,40.0,1.0,37.7593,-122.4836,No,4,0,2012,4,17,2012,4,21,1294,300,1534,530,2012-04-17
Office Supplies,San Francisco,George Ashbrook,0.0,CA-2012-155306,94122,Xerox 1903,6,2,West,12,Consumer,Standard Class,California,Paper,16,Shipped Early,Yes,11.96,49.0,4.0,37.7593,-122.4836,No,4,0,2012,4,17,2012,4,21,1679,300,1534,530,2012-04-17
Technology,New York City,Jessica Myrick,0.0,CA-2012-148712,10035,Enermax Acrylux Wireless Keyboard,37,1,East,100,Consumer,Standard Class,New York,Accessories,131,Shipped On Time,Yes,99.6,37.0,31.0,40.8011,-73.9371,No,6,0,2012,4,17,2012,4,23,597,368,1444,400,2012-04-17
Technology,San Francisco,George Ashbrook,0.2,CA-2012-155306,94122,Plantronics Calisto P620-M USB Wireless Speakerphone System,69,5,West,784,Consumer,Standard Class,California,Phones,1027,Shipped Early,Yes,783.96,8.8,243.0,37.7593,-122.4836,No,4,0,2012,4,17,2012,4,21,1267,300,1534,530,2012-04-17
Technology,San Francisco,George Ashbrook,0.0,CA-2012-155306,94122,Plantronics S12 Corded Telephone Headset System,129,3,West,323,Consumer,Standard Class,California,Accessories,424,Shipped Early,Yes,323.37,40.0,101.0,37.7593,-122.4836,No,4,0,2012,4,17,2012,4,21,1272,300,1534,530,2012-04-17
Furniture,Mcallen,Michael Paige,0.3,US-2012-163433,78501,"Global Geo Office Task Chair, Gray",-20,1,Central,57,Corporate,Second Class,Texas,Chairs,74,Shipped Late,No,56.69,-35.7,17.0,26.2154,-98.2359,Yes,4,0,2012,4,18,2012,4,22,750,530,4485,348,2012-04-18
Furniture,New Albany,Darren Powers,0.0,CA-2012-115742,47150,"Global Leather Task Chair, Black",17,1,Central,90,Consumer,Standard Class,Indiana,Chairs,118,Shipped Early,Yes,89.99,19.0,28.0,38.3089,-85.8221,No,4,0,2012,4,18,2012,4,22,757,199,1011,392,2012-04-18
Furniture,New Albany,Darren Powers,0.0,CA-2012-115742,47150,Longer-Life Soft White Bulbs,3,2,Central,6,Consumer,Standard Class,Indiana,Furnishings,8,Shipped Early,Yes,6.16,48.0,2.0,38.3089,-85.8221,No,4,0,2012,4,18,2012,4,22,1026,199,1011,392,2012-04-18
Office Supplies,Los Angeles,Deanra Eno,0.0,CA-2012-142601,90004,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24 Deep, Sand",9,7,West,947,Home Office,Second Class,California,Storage,1241,Shipped Early,Yes,947.17,1.0,294.0,34.0762,-118.3029,No,2,0,2012,4,18,2012,4,20,1548,216,1364,322,2012-04-18
Office Supplies,Los Angeles,Deanra Eno,0.0,CA-2012-142601,90004,Xerox 19,28,2,West,62,Home Office,Second Class,California,Paper,81,Shipped Early,Yes,61.96,45.0,19.0,34.0762,-118.3029,No,2,0,2012,4,18,2012,4,20,1674,216,1364,322,2012-04-18
Office Supplies,Mcallen,Michael Paige,0.2,US-2012-163433,78501,"Boston School Pro Electric Pencil Sharpener, 1670",7,3,Central,74,Corporate,Second Class,Texas,Art,97,Shipped Late,Yes,74.35,8.8,23.0,26.2154,-98.2359,Yes,4,0,2012,4,18,2012,4,22,362,530,4485,348,2012-04-18
Office Supplies,Mcallen,Michael Paige,0.8,US-2012-163433,78501,GBC Plastic Binding Combs,-2,1,Central,1,Corporate,Second Class,Texas,Binders,2,Shipped Late,No,1.48,-155.0,1.0,26.2154,-98.2359,Yes,4,0,2012,4,18,2012,4,22,693,530,4485,348,2012-04-18
Office Supplies,Mcallen,Michael Paige,0.8,US-2012-163433,78501,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",-7,2,Central,4,Corporate,Second Class,Texas,Binders,6,Shipped Late,No,4.31,-160.0,2.0,26.2154,-98.2359,Yes,4,0,2012,4,18,2012,4,22,707,530,4485,348,2012-04-18
Office Supplies,Mcallen,Michael Paige,0.2,US-2012-163433,78501,Newell 348,1,3,Central,8,Corporate,Second Class,Texas,Art,10,Shipped Late,Yes,7.87,11.3,2.0,26.2154,-98.2359,Yes,4,0,2012,4,18,2012,4,22,1154,530,4485,348,2012-04-18
Office Supplies,Mcallen,Michael Paige,0.2,US-2012-163433,78501,Xerox 1994,5,3,Central,16,Corporate,Second Class,Texas,Paper,20,Shipped Late,Yes,15.55,35.0,4.0,26.2154,-98.2359,Yes,4,0,2012,4,18,2012,4,22,1777,530,4485,348,2012-04-18
Office Supplies,New Albany,Darren Powers,0.0,CA-2012-115742,47150,Avery 485,35,6,Central,75,Consumer,Standard Class,Indiana,Labels,99,Shipped Early,Yes,75.18,47.0,24.0,38.3089,-85.8221,No,4,0,2012,4,18,2012,4,22,191,199,1011,392,2012-04-18
Office Supplies,New Albany,Darren Powers,0.0,CA-2012-115742,47150,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",18,6,Central,38,Consumer,Standard Class,Indiana,Binders,50,Shipped Early,Yes,38.22,47.0,12.0,38.3089,-85.8221,No,4,0,2012,4,18,2012,4,22,393,199,1011,392,2012-04-18
Office Supplies,New York City,Roland Fjeld,0.0,US-2012-134271,10024,Avery 486,10,3,East,22,Consumer,Second Class,New York,Labels,29,Shipped Late,Yes,21.93,47.0,7.0,40.7864,-73.9764,Yes,5,0,2012,4,18,2012,4,23,192,648,4423,399,2012-04-18
Office Supplies,Santa Maria,Nathan Cano,0.0,US-2012-113593,93454,Advantus Rolling Drawer Organizers,30,3,West,115,Consumer,First Class,California,Storage,151,Shipped Late,Yes,115.44,26.0,36.0,34.9545,-120.4325,Yes,2,0,2012,4,18,2012,4,20,123,560,4381,542,2012-04-18
Technology,Mcallen,Michael Paige,0.2,US-2012-163433,78501,Grandstream GXP2100 Mainstream Business Phone,24,4,Central,245,Corporate,Second Class,Texas,Phones,321,Shipped Late,Yes,244.77,10.0,76.0,26.2154,-98.2359,Yes,4,0,2012,4,18,2012,4,22,775,530,4485,348,2012-04-18
Technology,Mcallen,Michael Paige,0.2,US-2012-163433,78501,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,6,2,Central,98,Corporate,Second Class,Texas,Phones,128,Shipped Late,Yes,97.97,6.2,30.0,26.2154,-98.2359,Yes,4,0,2012,4,18,2012,4,22,1029,530,4485,348,2012-04-18
Technology,Mcallen,Michael Paige,0.2,US-2012-163433,78501,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",8,2,Central,41,Corporate,Second Class,Texas,Accessories,54,Shipped Late,Yes,41.42,20.0,13.0,26.2154,-98.2359,Yes,4,0,2012,4,18,2012,4,22,1518,530,4485,348,2012-04-18
Technology,Monroe,Kelly Williams,0.0,CA-2012-102722,71203,Memorex Froggy Flash Drive 8 GB,42,6,South,107,Consumer,First Class,Louisiana,Accessories,140,Shipped On Time,Yes,106.5,39.0,33.0,32.553,-92.0422,No,1,0,2012,4,18,2012,4,19,1066,437,836,373,2012-04-18
Office Supplies,Carrollton,Patrick Gardner,0.8,US-2012-155369,75007,Fellowes PB300 Plastic Comb Binding Machine,-512,4,Central,310,Consumer,Standard Class,Texas,Binders,407,Shipped On Time,No,310.39,-165.0,97.0,33.0033,-96.882,No,6,0,2012,4,19,2012,4,25,647,587,4467,78,2012-04-19
Office Supplies,Carrollton,Patrick Gardner,0.8,US-2012-155369,75007,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",-53,2,Central,20,Consumer,Standard Class,Texas,Appliances,26,Shipped On Time,No,19.57,-270.0,6.0,33.0033,-96.882,No,6,0,2012,4,19,2012,4,25,651,587,4467,78,2012-04-19
Furniture,Columbus,Theresa Swint,0.0,CA-2012-149342,31907,"GE 48 Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",298,6,South,595,Corporate,Standard Class,Georgia,Furnishings,780,Shipped Early,Yes,595.38,50.0,185.0,32.4779,-84.898,No,5,0,2012,4,20,2012,4,25,724,743,1451,110,2012-04-20
Office Supplies,Columbus,Theresa Swint,0.0,CA-2012-149342,31907,Xerox 2,6,2,South,13,Corporate,Standard Class,Georgia,Paper,17,Shipped Early,Yes,12.96,48.0,4.0,32.4779,-84.898,No,5,0,2012,4,20,2012,4,25,1783,743,1451,110,2012-04-20
Office Supplies,Detroit,Olvera Toch,0.0,CA-2012-109169,48234,Tyvek Side-Opening Peel & Seel Expanding Envelopes,81,2,Central,181,Consumer,Standard Class,Michigan,Envelopes,237,Shipped Early,Yes,180.96,45.0,56.0,42.4337,-83.0434,No,4,0,2012,4,20,2012,4,24,1573,581,911,150,2012-04-20
Office Supplies,Houston,Erica Smith,0.2,CA-2012-142433,77036,Xerox 1916,44,3,Central,117,Consumer,Standard Class,Texas,Paper,154,Shipped Early,Yes,117.46,37.5,37.0,29.6984,-95.5405,No,5,0,2012,4,20,2012,4,25,1692,267,1361,246,2012-04-20
Technology,Columbus,Theresa Swint,0.0,CA-2012-149342,31907,Pyle PMP37LED,78,3,South,288,Corporate,Standard Class,Georgia,Phones,377,Shipped Early,Yes,287.97,27.0,89.0,32.4779,-84.898,No,5,0,2012,4,20,2012,4,25,1311,743,1451,110,2012-04-20
Furniture,Louisville,Juliana Krohn,0.0,CA-2012-107678,40214,Global Deluxe Office Fabric Chairs,52,2,South,192,Consumer,Standard Class,Kentucky,Chairs,252,Shipped Late,Yes,191.96,27.0,60.0,38.1593,-85.778,Yes,7,0,2012,4,21,2012,4,28,742,405,898,329,2012-04-21
Furniture,Louisville,Juliana Krohn,0.0,CA-2012-107678,40214,Tenex The Solids Textured Chair Mats,36,3,South,210,Consumer,Standard Class,Kentucky,Furnishings,275,Shipped Late,Yes,209.88,17.0,65.0,38.1593,-85.778,Yes,7,0,2012,4,21,2012,4,28,1534,405,898,329,2012-04-21
Office Supplies,Louisville,Juliana Krohn,0.0,CA-2012-107678,40214,"Wilson Jones Hanging View Binder, White, 1",10,3,South,21,Consumer,Standard Class,Kentucky,Binders,28,Shipped Late,Yes,21.3,46.0,7.0,38.1593,-85.778,Yes,7,0,2012,4,21,2012,4,28,1624,405,898,329,2012-04-21
Technology,Louisville,Juliana Krohn,0.0,CA-2012-107678,40214,Jabra SPEAK 410,132,5,South,470,Consumer,Standard Class,Kentucky,Phones,616,Shipped Late,Yes,469.95,28.0,146.0,38.1593,-85.778,Yes,7,0,2012,4,21,2012,4,28,930,405,898,329,2012-04-21
Office Supplies,Los Angeles,Annie Zypern,0.0,CA-2012-151253,90008,Boston 1730 StandUp Electric Pencil Sharpener,17,3,West,64,Consumer,Standard Class,California,Art,84,Shipped Early,Yes,64.14,26.0,20.0,34.0116,-118.3411,No,4,0,2012,4,22,2012,4,26,352,50,1480,323,2012-04-22
Technology,Los Angeles,Annie Zypern,0.2,CA-2012-151253,90008,"Logitech B530 USB Headset - headset - Full size, Binaural",8,3,West,89,Consumer,Standard Class,California,Phones,116,Shipped Early,Yes,88.78,8.8,27.0,34.0116,-118.3411,No,4,0,2012,4,22,2012,4,26,991,50,1480,323,2012-04-22
Office Supplies,New York City,Deborah Brumfield,0.0,CA-2012-118227,10009,"BOSTON Ranger #55 Pencil Sharpener, Black",8,1,East,26,Home Office,Standard Class,New York,Art,34,Shipped Early,Yes,25.99,29.0,8.0,40.7262,-73.9796,No,4,0,2012,4,24,2012,4,28,279,217,1035,397,2012-04-24
Furniture,Aurora,Zuschuss Carroll,0.3,CA-2012-130365,60505,"Global Armless Task Chair, Royal Blue",-24,3,Central,128,Consumer,Standard Class,Illinois,Chairs,168,Shipped Early,No,128.06,-18.6,40.0,41.7582,-88.2971,No,4,0,2012,4,25,2012,4,29,734,792,1194,30,2012-04-25
Office Supplies,Aurora,Zuschuss Carroll,0.2,CA-2012-130365,60505,"SAFCO Commercial Wire Shelving, Black",-55,2,Central,221,Consumer,Standard Class,Illinois,Storage,290,Shipped Early,No,221.02,-25.0,69.0,41.7582,-88.2971,No,4,0,2012,4,25,2012,4,29,1363,792,1194,30,2012-04-25
Office Supplies,Los Angeles,Jill Stevenson,0.2,CA-2012-143602,90045,Fellowes Black Plastic Comb Bindings,5,3,West,14,Corporate,Second Class,California,Binders,18,Shipped On Time,Yes,13.94,32.5,4.0,33.9631,-118.3941,No,3,0,2012,4,25,2012,4,28,637,372,1380,326,2012-04-25
Office Supplies,Los Angeles,Linda Southworth,0.0,CA-2012-115420,90004,Laser & Ink Jet Business Envelopes,10,2,West,21,Corporate,Standard Class,California,Envelopes,28,Shipped Late,Yes,21.34,46.0,7.0,34.0762,-118.3029,Yes,7,1,2012,4,25,2012,5,2,971,462,1007,322,2012-04-25
Office Supplies,Milwaukee,Trudy Schmidt,0.0,CA-2012-153878,53209,Belkin 5 Outlet SurgeMaster Power Centers,76,5,Central,272,Consumer,Standard Class,Wisconsin,Appliances,357,Shipped Early,Yes,272.4,28.0,85.0,43.1188,-87.9478,No,5,0,2012,4,25,2012,4,30,292,775,1512,364,2012-04-25
Office Supplies,Milwaukee,Trudy Schmidt,0.0,CA-2012-153878,53209,Newell 324,16,5,Central,58,Consumer,Standard Class,Wisconsin,Art,76,Shipped Early,Yes,57.75,28.0,18.0,43.1188,-87.9478,No,5,0,2012,4,25,2012,4,30,1128,775,1512,364,2012-04-25
Office Supplies,New York City,John Lucas,0.0,CA-2012-112557,10035,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",91,3,East,206,Consumer,First Class,New York,Appliances,271,Shipped Late,Yes,206.43,44.0,65.0,40.8011,-73.9371,Yes,3,0,2012,4,25,2012,4,28,819,389,976,400,2012-04-25
Furniture,Daytona Beach,Sue Ann Reed,0.45,CA-2012-122266,32114,Bretford CR4500 Series Slim Rectangular Table,-77,1,South,192,Consumer,Standard Class,Florida,Tables,251,Shipped Early,No,191.52,-40.0,59.0,29.2012,-81.0371,No,4,0,2012,4,26,2012,4,30,365,721,1093,136,2012-04-26
Furniture,Houston,Pierre Wener,0.3,US-2012-114839,77036,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,-6,2,Central,408,Consumer,Standard Class,Texas,Chairs,535,Shipped Early,No,408.42,-1.4,127.0,29.6984,-95.5405,No,4,0,2012,4,26,2012,4,30,828,615,4383,246,2012-04-26
Furniture,Memphis,Joel Eaton,0.2,US-2012-134026,38109,High-Back Leather Managers Chair,-114,8,South,832,Consumer,Standard Class,Tennessee,Chairs,1090,Shipped On Time,No,831.94,-13.8,258.0,35.0425,-90.0732,No,6,1,2012,4,26,2012,5,2,811,382,4422,352,2012-04-26
Furniture,Memphis,Joel Eaton,0.2,US-2012-134026,38109,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36 x 48",1,2,South,97,Consumer,Standard Class,Tennessee,Furnishings,127,Shipped On Time,Yes,97.04,1.3,30.0,35.0425,-90.0732,No,6,1,2012,4,26,2012,5,2,1536,382,4422,352,2012-04-26
Furniture,San Diego,Bart Watters,0.2,CA-2012-137302,92105,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,6,3,West,64,Corporate,Standard Class,California,Chairs,84,Shipped Early,Yes,63.94,10.0,20.0,32.7423,-117.0947,No,5,1,2012,4,26,2012,5,1,1366,74,1297,527,2012-04-26
Office Supplies,Daytona Beach,Sue Ann Reed,0.2,CA-2012-122266,32114,Crayola Colored Pencils,0,1,South,3,Consumer,Standard Class,Florida,Art,3,Shipped Early,No,2.62,16.3,0.0,29.2012,-81.0371,No,4,0,2012,4,26,2012,4,30,473,721,1093,136,2012-04-26
Office Supplies,Memphis,Joel Eaton,0.2,US-2012-134026,38109,Safco Industrial Wire Shelving System,-18,1,South,73,Consumer,Standard Class,Tennessee,Storage,95,Shipped On Time,No,72.78,-25.0,22.0,35.0425,-90.0732,No,6,1,2012,4,26,2012,5,2,1379,382,4422,352,2012-04-26
Office Supplies,San Diego,Bart Watters,0.2,CA-2012-137302,92105,GBC Premium Transparent Covers with Diagonal Lined Pattern,18,3,West,50,Corporate,Standard Class,California,Binders,66,Shipped Early,Yes,50.35,35.0,16.0,32.7423,-117.0947,No,5,1,2012,4,26,2012,5,1,697,74,1297,527,2012-04-26
Office Supplies,San Diego,Bart Watters,0.0,CA-2012-137302,92105,Newell 345,15,3,West,60,Corporate,Standard Class,California,Art,78,Shipped Early,Yes,59.52,26.0,18.0,32.7423,-117.0947,No,5,1,2012,4,26,2012,5,1,1151,74,1297,527,2012-04-26
Technology,San Diego,Bart Watters,0.2,CA-2012-137302,92105,RCA ViSYS 25825 Wireless digital phone,39,3,West,312,Corporate,Standard Class,California,Phones,409,Shipped Early,Yes,311.98,12.5,97.0,32.7423,-117.0947,No,5,1,2012,4,26,2012,5,1,1320,74,1297,527,2012-04-26
Furniture,Washington,Greg Tran,0.0,CA-2012-124450,20016,Global Comet Stacking Arm Chair,317,3,East,1268,Consumer,Standard Class,District of Columbia,Chairs,1661,Shipped On Time,Yes,1267.53,25.0,393.0,38.9381,-77.086,No,6,1,2012,4,27,2012,5,3,736,313,1116,604,2012-04-27
Office Supplies,Aurora,Tony Chapman,0.2,CA-2012-151841,80013,Acme Value Line Scissors,1,2,West,6,Home Office,Standard Class,Colorado,Supplies,8,Shipped Early,Yes,5.84,12.5,2.0,39.6575,-104.7846,No,5,1,2012,4,27,2012,5,2,101,763,1488,29,2012-04-27
Office Supplies,Aurora,Tony Chapman,0.2,CA-2012-151841,80013,Belkin 6 Outlet Metallic Surge Strip,3,5,West,44,Home Office,Standard Class,Colorado,Appliances,57,Shipped Early,Yes,43.56,7.5,13.0,39.6575,-104.7846,No,5,1,2012,4,27,2012,5,2,293,763,1488,29,2012-04-27
Office Supplies,Washington,Greg Tran,0.0,CA-2012-124450,20016,Staples,9,3,East,23,Consumer,Standard Class,District of Columbia,Art,30,Shipped On Time,Yes,22.74,39.0,7.0,38.9381,-77.086,No,6,1,2012,4,27,2012,5,3,1490,313,1116,604,2012-04-27
Technology,Washington,Greg Tran,0.0,CA-2012-124450,20016,Cisco SPA525G2 5-Line IP Phone,649,8,East,1380,Consumer,Standard Class,District of Columbia,Machines,1808,Shipped On Time,Yes,1379.92,47.0,428.0,38.9381,-77.086,No,6,1,2012,4,27,2012,5,3,440,313,1116,604,2012-04-27
Office Supplies,Houston,Russell Applegate,0.2,CA-2012-130792,77095,Akro-Mils 12-Gallon Tote,3,3,Central,24,Consumer,Standard Class,Texas,Storage,31,Shipped Late,Yes,23.83,11.3,7.0,29.8941,-95.6481,Yes,7,1,2012,4,28,2012,5,5,129,660,1201,249,2012-04-28
Office Supplies,Houston,Russell Applegate,0.8,CA-2012-130792,77095,"GBC Twin Loop Wire Binding Elements, 9/16 Spine, Black",-19,4,Central,12,Consumer,Standard Class,Texas,Binders,16,Shipped Late,No,12.18,-155.0,4.0,29.8941,-95.6481,Yes,7,1,2012,4,28,2012,5,5,711,660,1201,249,2012-04-28
Office Supplies,Houston,Russell Applegate,0.8,CA-2012-130792,77095,Holmes Odor Grabber,-20,3,Central,9,Consumer,Standard Class,Texas,Appliances,11,Shipped Late,No,8.65,-235.0,2.0,29.8941,-95.6481,Yes,7,1,2012,4,28,2012,5,5,816,660,1201,249,2012-04-28
Office Supplies,Midland,Shirley Daniels,0.0,CA-2012-120782,48640,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1906,3,Central,3813,Home Office,First Class,Michigan,Binders,4997,Shipped Late,Yes,3812.97,50.0,1184.0,43.6376,-84.268,Yes,3,1,2012,4,28,2012,5,1,648,698,1068,362,2012-04-28
Office Supplies,Midland,Shirley Daniels,0.1,CA-2012-120782,48640,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,41,1,Central,187,Home Office,First Class,Michigan,Appliances,245,Shipped Late,Yes,186.73,22.2,58.0,43.6376,-84.268,Yes,3,1,2012,4,28,2012,5,1,948,698,1068,362,2012-04-28
Office Supplies,Philadelphia,Jim Kriz,0.2,CA-2012-157434,19120,Xerox 1949,3,2,East,8,Home Office,Second Class,Pennsylvania,Paper,10,Shipped Late,Yes,7.97,36.3,2.0,40.0343,-75.1213,Yes,5,1,2012,4,29,2012,5,4,1728,375,1566,450,2012-04-29
Furniture,Chicago,Paul Stevenson,0.3,US-2012-164175,60610,"Global Value Mid-Back Managers Chair, Gray",-15,5,Central,213,Home Office,Standard Class,Illinois,Chairs,279,Shipped Early,No,213.11,-7.1,66.0,41.9033,-87.6336,No,5,1,2012,4,30,2012,5,5,767,597,4489,91,2012-04-30
Furniture,Lawrence,Jane Waco,0.0,US-2012-115238,1841,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",4,1,East,9,Corporate,Standard Class,Massachusetts,Furnishings,12,Shipped Early,Yes,9.48,40.0,3.0,42.7115,-71.167,No,4,1,2012,4,30,2012,5,4,489,347,4384,301,2012-04-30
Furniture,Lawrence,Jane Waco,0.0,US-2012-115238,1841,"Eldon 200 Class Desk Accessories, Burgundy",13,5,East,31,Corporate,Standard Class,Massachusetts,Furnishings,41,Shipped Early,Yes,31.4,42.0,10.0,42.7115,-71.167,No,4,1,2012,4,30,2012,5,4,545,347,4384,301,2012-04-30
Furniture,Lawrence,Jane Waco,0.0,US-2012-115238,1841,"Eldon Imàge Series Desk Accessories, Clear",10,5,East,24,Corporate,Standard Class,Massachusetts,Furnishings,32,Shipped Early,Yes,24.3,43.0,8.0,42.7115,-71.167,No,4,1,2012,4,30,2012,5,4,575,347,4384,301,2012-04-30
Office Supplies,Lawrence,Jane Waco,0.0,US-2012-115238,1841,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),3,1,East,6,Corporate,Standard Class,Massachusetts,Paper,8,Shipped Early,Yes,6.48,48.0,2.0,42.7115,-71.167,No,4,1,2012,4,30,2012,5,4,1603,347,4384,301,2012-04-30
Office Supplies,San Francisco,Ken Black,0.0,CA-2012-103716,94110,Newell 324,10,3,West,35,Corporate,Standard Class,California,Art,45,Shipped On Time,Yes,34.65,28.0,10.0,37.7509,-122.4153,No,6,1,2012,4,30,2012,5,6,1128,438,847,529,2012-04-30
Technology,Lawrence,Jane Waco,0.0,US-2012-115238,1841,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",59,10,East,210,Corporate,Standard Class,Massachusetts,Phones,275,Shipped Early,Yes,209.5,28.0,65.0,42.7115,-71.167,No,4,1,2012,4,30,2012,5,4,1836,347,4384,301,2012-04-30
Technology,San Francisco,Ken Black,0.2,CA-2012-103716,94110,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2,5,West,20,Corporate,Standard Class,California,Phones,26,Shipped On Time,Yes,19.8,8.8,6.0,37.7509,-122.4153,No,6,1,2012,4,30,2012,5,6,476,438,847,529,2012-04-30
Technology,Troy,Benjamin Patterson,0.4,CA-2012-135174,45373,Cisco Unified IP Phone 7945G VoIP phone,-256,5,East,1023,Consumer,Second Class,Ohio,Phones,1340,Shipped Early,No,1022.97,-25.0,317.0,40.0374,-84.2032,No,2,1,2012,4,30,2012,5,2,444,82,1263,587,2012-04-30
Furniture,Tampa,David Bremer,0.2,CA-2012-161998,33614,DAX Black Cherry Wood-Tone Poster Frame,14,3,South,64,Corporate,Standard Class,Florida,Furnishings,83,Shipped Early,Yes,63.55,22.5,19.0,28.0091,-82.5034,No,4,0,2012,5,1,2012,5,5,478,207,1609,571,2012-05-01
Office Supplies,San Francisco,Patrick OBrill,0.0,CA-2012-104486,94109,Acme 10 Easy Grip Assistive Scissors,11,2,West,35,Consumer,Standard Class,California,Supplies,46,Shipped Early,Yes,35.06,30.0,11.0,37.7917,-122.4186,No,5,0,2012,5,1,2012,5,6,83,589,864,528,2012-05-01
Office Supplies,San Francisco,Patrick OBrill,0.0,CA-2012-104486,94109,Eldon Simplefile Box Office,10,3,West,37,Consumer,Standard Class,California,Storage,49,Shipped Early,Yes,37.32,28.0,12.0,37.7917,-122.4186,No,5,0,2012,5,1,2012,5,6,586,589,864,528,2012-05-01
Office Supplies,San Francisco,Patrick OBrill,0.2,CA-2012-104486,94109,"GBC Twin Loop Wire Binding Elements, 9/16 Spine, Black",4,1,West,12,Consumer,Standard Class,California,Binders,16,Shipped Early,Yes,12.18,36.3,4.0,37.7917,-122.4186,No,5,0,2012,5,1,2012,5,6,711,589,864,528,2012-05-01
Office Supplies,Tampa,David Bremer,0.2,CA-2012-161998,33614,"Fiskars 8 Scissors, 2/Pack",5,3,South,41,Corporate,Standard Class,Florida,Supplies,54,Shipped Early,Yes,41.38,11.3,13.0,28.0091,-82.5034,No,4,0,2012,5,1,2012,5,5,666,207,1609,571,2012-05-01
Office Supplies,Tampa,David Bremer,0.2,CA-2012-161998,33614,Panasonic KP-380BK Classic Electric Pencil Sharpener,11,6,South,173,Corporate,Standard Class,Florida,Art,226,Shipped Early,Yes,172.7,6.2,53.0,28.0091,-82.5034,No,4,0,2012,5,1,2012,5,5,1228,207,1609,571,2012-05-01
Technology,Los Angeles,Jennifer Braxton,0.2,CA-2012-145821,90008,OtterBox Defender Series Case - iPhone 5c,11,3,West,89,Corporate,Standard Class,California,Phones,116,Shipped On Time,Yes,88.75,12.5,27.0,34.0116,-118.3411,No,6,0,2012,5,1,2012,5,7,1221,359,1410,323,2012-05-01
Office Supplies,Houston,Noah Childs,0.2,CA-2012-116687,77095,Avery 501,3,3,Central,9,Corporate,Standard Class,Texas,Labels,12,Shipped Early,Yes,8.86,33.8,3.0,29.8941,-95.6481,No,5,0,2012,5,2,2012,5,7,210,574,1022,249,2012-05-02
